playerID,career_G_zsum,career_AB_zsum,career_R_zsum,career_H_zsum,career_2B_zsum,career_3B_zsum,career_HR_zsum,career_RBI_zsum,career_SB_zsum,career_BB_zsum,career_SO_zsum
abbotpa01,-9.854383588760601,-5.560236397630995,-4.970267674409794,-5.182973826492937,-4.954312243849799,-3.5638663759190994,-4.025276354662539,-4.800407791025083,-3.0245288276822464,-4.737254388030378,-5.619586544382549
aberal01,-5.06431548398938,-5.578999076026141,-5.106827602727099,-5.308306672242928,-5.182840939605063,-4.225335300516528,-3.947158835273338,-4.8914210877045985,-2.9611844586274945,-4.846660941666906,-4.729664809785041
abercda01,-1.747588506245067,-1.687931822249582,-1.4843243543740652,-1.5338700246577412,-1.1830212136020297,-0.8596447131448753,-0.44585064555679627,-1.3695241846327473,-0.8725659027424538,-1.0104483805991111,-0.8220028908418021
abercre01,0.6249374445079026,0.12294484007379491,0.4980729124099894,-0.2160182008078923,0.023247706660431966,-0.057492433163350065,-0.28726858474164907,-0.5190050387828724,1.925062904393068,-0.6768848584223623,1.5628269289645325
abernbi01,-1.0136028059441884,-0.7592043980668275,-0.6545361801318536,-0.6939269442938484,-0.6457249439144892,-0.5190248212973578,-0.4704712817240792,-0.644061508554685,-0.3866850050564265,-0.6333061544737514,-0.8138891779079981
abernbr01,-0.5229464758091122,1.3363583931019833,0.4013674005769114,0.9425484743699626,0.30931705734202575,1.1003148234946938,-1.4804613840833307,-0.09500510918191041,1.8578913769200738,-0.011079511211024573,-0.7767860568056402
abernte01,-2.9596111176446307,-2.3942082888113063,-2.0521701873921896,-2.191434271670551,-1.9980418252025118,-1.5791770549843789,-1.2958407533735075,-2.028064684725427,-1.1733637620693385,-1.9628507570352056,-2.4143962575928217
abernte02,-4.858617294942013,-12.075441606121714,-10.688438950476405,-11.308061936788349,-10.655109569044344,-8.60390587982501,-8.327493582167087,-10.440045378012671,-5.859854770387704,-10.667293080699551,-11.603398714862966
abernwo01,-1.672545703177357,-1.4880032108143926,-1.293105068667089,-1.3999956247246927,-1.2898225291193117,-1.0557610190675244,-0.8454785894132191,-1.276667620038761,-0.8185954070824095,-1.2478503778539398,-1.4313182261371744
aberscl01,-1.936545415955373,-1.4334408390117646,-1.1505560876390795,-1.3358980996738705,-1.2771323695198422,-0.46324952128214336,-0.5373852401248891,-1.0182955013310664,-1.2283970017590486,-0.9715393059786572,-0.2023342143146094
ablesha01,-2.759877003614207,-2.5117517779587906,-2.21049658359899,-2.370693472053271,-2.1171093113959767,-1.8281004268656118,-1.3412504678190977,-2.1907685272569815,-1.65366191881727,-2.147683426753081,0.0
abnersh01,0.31998398218407464,-1.749142793318054,-2.101818815619724,-2.0626796804329453,-1.4490741081919218,-1.678704308704842,-2.3875176062947445,-2.4902653812135243,-2.391776352108262,-3.152634397970832,-1.35214337465622
abramca01,1.3487807408736296,1.0809459500180782,2.5816020585503576,1.2249041335604902,0.7592524095889418,2.710577890641798,-0.19593845157431733,-1.3104079383560783,-0.08580337491797602,6.788035284327847,5.975396796982968
abramge01,-0.9777470668477466,-0.815947141243066,-0.7072832569337517,-0.7357694226661425,-0.6916916352852301,-0.5910168302901658,-0.4269530127877225,-0.7002319929594019,-0.47926695040739015,-0.6535648176002571,-0.8874361193610633
abregjo01,-1.0509642305424343,-0.863139673356635,-0.799268284934621,-0.8366344870140147,-0.7866005578911933,-0.5437770315838696,-0.6011039218070302,-0.7292515832412456,-0.41094023439777333,-0.7773118859085469,-0.8437092127513685
abreubo01,30.57002723839031,32.58881677785156,39.33691274995823,34.85669133522434,40.941539369532656,27.765433031627264,26.72539734319731,37.44011696454772,59.43905742875574,58.73835849903404,38.92601139102599
abreujo01,-0.866521798090434,-0.6703743641236032,-0.5344563517737638,-0.628312191383941,-0.5677645712901287,-0.5319272496720171,-0.2203048521020381,-0.5611298496587982,-0.4356369769142436,-0.4931874119336928,-0.662772825201442
abreujo02,4.519973258050207,5.361242594727086,5.929762832194317,6.2267814693824075,5.991719829555114,2.481696318995187,9.31665499467824,7.836659701188481,-0.15141091666738507,4.057507829201744,5.729474872768179
abreuju01,-0.9536748459291858,-0.6774077093305735,-0.6050298593197202,-0.6311807711748358,-0.6077790610516385,-0.40191552706161104,-0.4811171530381225,-0.5827391985577782,-0.3841719102772065,-0.5779795966335469,-0.6929360804155639
abreuto01,-1.6518033573126392,-0.7688599626193389,-1.2258629927081106,-0.7747357420553896,0.164864859975962,1.6483385049683632,-2.070116261280172,-1.1114019238677009,-1.7962295043855683,-2.306972802724215,-0.9211534654209921
abreuwi01,-3.5419044235471784,-2.6297833484464856,-2.3921414672263253,-2.473962717634834,-2.3769766416841973,-1.6309035363269764,-1.9438876965824554,-2.313195834236935,-1.3722974767715566,-2.2599916233345,-2.6523914330924345
abstebi01,0.5038273808760854,0.8488495607266746,0.12641011351930953,0.7365688117388272,0.9239314120229078,1.2747578082863282,-0.4253672943845189,1.761061053127051,0.32274645014036374,-0.43970676364392736,0.0
accarje01,-5.291974428680513,-6.6243562964347085,-6.001216817140004,-6.216726062781405,-5.980248295589699,-4.090776077190222,-4.866224755139129,-5.811812997142265,-3.523149041098348,-5.7189350772896805,-6.74373129044481
aceveal01,-3.1499021175947335,-4.6534496321544285,-4.199450457428061,-4.352046744705489,-4.168834537734059,-2.8776697495515835,-3.408747592668842,-4.06144995062352,-2.5146717593757693,-4.031839351482046,-4.728845870336389
