yearID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
1918,41.82411067193676,133.03359683794466,14.588932806324111,33.76482213438735,4.590909090909091,1.7490118577075098,0.4644268774703557,12.25296442687747,3.930830039525692,0.0,11.361660079051383,11.709486166007904,0.0,0.9110671936758893,4.83399209486166,0.0,0.0
1919,44.43071161048689,139.83333333333334,16.232209737827716,36.749063670411985,5.47191011235955,1.9625468164794007,0.8370786516853933,13.904494382022472,3.8895131086142323,0.0,11.202247191011235,12.825842696629213,0.0,0.9943820224719101,5.089887640449438,0.0,0.0
1920,51.353398058252424,163.45242718446602,20.897087378640776,45.19417475728155,7.0077669902912625,2.4563106796116503,1.2233009708737863,18.139805825242718,3.3398058252427183,3.0349514563106794,13.242718446601941,14.071844660194175,0.0,1.0893203883495146,5.906796116504855,0.0,0.0
1921,51.71730769230769,163.7923076923077,22.93846153846154,47.65769230769231,7.655769230769231,2.623076923076923,1.801923076923077,20.596153846153847,2.8596153846153847,2.5326923076923076,13.167307692307693,13.382692307692308,0.0,1.0596153846153846,5.742307692307692,0.0,0.0
1922,53.19688109161793,166.3664717348928,23.502923976608187,47.978557504873294,7.688109161793372,2.4327485380116958,2.056530214424951,21.02729044834308,2.828460038986355,2.270955165692008,14.138401559454191,13.54775828460039,0.0,1.165692007797271,5.766081871345029,0.0,0.0
1923,51.96415094339623,160.80943396226414,22.4,45.69433962264151,7.4,2.1547169811320757,1.849056603773585,20.128301886792453,2.956603773584906,2.3735849056603775,14.269811320754718,13.247169811320754,0.0,1.1415094339622642,5.156603773584906,0.0,0.0
1924,50.480804387568554,154.78244972577696,21.418647166361975,44.37111517367459,7.460694698354661,2.1480804387568555,1.6380255941499087,19.387568555758683,2.7440585009140768,2.279707495429616,13.46252285191956,12.13345521023766,0.0,1.0109689213893966,4.9451553930530165,0.0,0.0
1925,50.22800718132854,153.37881508078993,22.608617594254937,44.72890484739677,7.786355475763016,2.1023339317773786,2.098743267504488,20.506283662477557,2.4919210053859966,1.9802513464991023,13.903052064631957,11.96588868940754,0.0,0.8886894075403949,4.587073608617594,0.0,0.0
1926,53.70152091254753,159.22433460076044,21.754752851711025,44.68631178707224,7.8745247148288975,2.199619771863118,1.6406844106463878,19.863117870722434,2.423954372623574,1.9230769230769231,14.644486692015208,12.884030418250951,0.0,0.9201520912547528,6.083650190114068,0.0,0.0
1927,51.6728280961183,156.12014787430684,21.715341959334566,44.288354898336415,7.66728280961183,2.1256931608133085,1.7042513863216266,19.88539741219963,2.656192236598891,1.825,13.761552680221811,12.733826247689464,0.0,0.8909426987060998,5.883548983364141,0.0,0.0
1928,52.63962264150943,159.39622641509433,21.9811320754717,44.78490566037736,7.967924528301887,2.147169811320755,2.0622641509433963,20.260377358490565,2.3943396226415095,1.79182156133829,14.462264150943396,13.394339622641509,0.0,0.8566037735849057,5.632075471698113,0.0,0.0
1929,52.59056603773585,160.77358490566039,24.054716981132074,46.49433962264151,8.456603773584906,2.2,2.5452830188679245,22.252830188679244,2.5075471698113208,1.8566037735849057,15.079245283018867,13.173584905660377,0.0,0.7679245283018868,5.118867924528302,0.0,0.0
1930,52.97928436911488,163.03389830508473,25.7909604519774,48.20527306967985,8.95668549905838,2.414312617702448,2.9472693032015065,24.0,2.0338983050847457,1.4738675958188154,14.414312617702448,14.941619585687382,0.0,0.768361581920904,4.907721280602637,0.0,0.0
1931,54.59724950884087,170.18467583497053,23.361493123772103,47.24165029469548,8.856581532416502,2.1021611001964637,2.100196463654224,21.707269155206287,2.137524557956778,1.7587548638132295,15.086444007858546,15.508840864440078,0.0,0.7485265225933202,2.8231827111984282,0.0,0.0
1932,52.787476280834916,165.43074003795067,22.986717267552184,45.74193548387097,8.688804554079697,2.03415559772296,2.57685009487666,21.417457305502847,1.8785578747628084,1.490909090909091,14.324478178368121,14.94876660341556,0.0,0.6963946869070209,2.806451612903226,0.0,0.0
1933,56.264765784114054,173.56822810590631,22.380855397148675,46.78004073319756,8.034623217922608,1.969450101832994,2.1731160896130346,20.792260692464357,1.7515274949083504,1.504,14.95723014256619,15.160896130346233,0.0,0.714867617107943,3.4582484725050917,0.0,4.333333333333333
1934,53.06717850287908,164.89635316698656,23.030710172744723,45.99232245681382,8.280230326295586,1.692898272552783,2.579654510556622,21.53358925143954,1.744721689059501,1.1797752808988764,15.076775431861805,16.18426103646833,0.0,0.6564299424184261,2.7927063339731286,0.0,3.6528301886792454
1935,53.42495126705653,168.49317738791424,23.44249512670565,46.927875243664715,8.31384015594542,1.9239766081871346,2.5828460038986356,21.746588693957115,1.7212475633528266,1.2230483271375465,15.270955165692008,15.602339181286549,0.0,0.7446393762183235,3.0194931773879143,0.0,3.5271317829457365
1936,54.53033268101761,171.50293542074365,25.13894324853229,48.65557729941292,8.749510763209393,1.9158512720156555,2.6692759295499022,23.34637964774951,1.8845401174168297,1.2355212355212355,16.47358121330724,16.11545988258317,0.0,0.8082191780821918,2.7690802348336594,0.0,3.7849056603773583
1937,52.61406844106464,163.4277566539924,22.9467680608365,45.18821292775665,8.015209125475286,1.8954372623574145,2.7186311787072244,21.307984790874524,1.94106463878327,1.2435424354243543,16.05133079847909,17.11216730038023,0.0,0.6121673003802282,2.699619771863118,0.0,3.5276752767527677
1938,51.37358490566038,160.40188679245284,22.58301886792453,43.949056603773585,7.633962264150943,1.7641509433962264,2.7830188679245285,21.20188679245283,1.6905660377358491,1.2037037037037037,16.286792452830188,15.726415094339623,0.0,0.6566037735849056,2.5547169811320756,0.0,3.7338129496402876
1939,48.70811744386874,146.59585492227978,20.511226252158895,40.36442141623489,7.14853195164076,1.5820379965457685,2.4956822107081176,19.067357512953368,1.6528497409326426,1.1815068493150684,14.642487046632125,14.682210708117443,0.0,0.6096718480138169,3.785837651122625,0.0,3.3592400690846285
1940,52.11275415896488,158.97042513863215,21.382624768946396,42.517560073937155,7.580406654343808,1.7171903881700554,2.9038817005545288,19.7818853974122,1.7615526802218116,1.2758620689655173,15.292051756007394,16.726432532347506,0.0,0.6617375231053605,2.3401109057301293,0.0,3.3733826247689462
1941,48.6786941580756,147.51546391752578,19.189003436426116,38.713058419243985,6.8006872852233675,1.4896907216494846,2.2869415807560136,17.740549828178693,1.5154639175257731,1.1176470588235294,15.268041237113403,15.164948453608247,0.0,0.5360824742268041,2.4604810996563575,0.0,3.211340206185567
1942,51.265306122448976,155.34508348794063,18.54359925788497,39.28756957328386,6.450834879406308,1.3413729128014842,1.9870129870129871,17.04452690166976,1.782931354359926,1.407942238267148,15.571428571428571,15.445269016697589,0.0,0.6289424860853432,2.732838589981447,0.0,3.2578849721706864
1943,49.721723518850986,152.06642728904848,17.391382405745063,38.540394973070015,6.224416517055655,1.3590664272890485,1.6247755834829443,16.0754039497307,1.8132854578096949,1.6268115942028984,15.010771992818672,15.342908438061041,0.0,0.5870736086175943,3.0215439856373427,0.0,3.3770197486535007
1944,49.78031634446397,150.55360281195078,18.18980667838313,39.203866432337435,6.420035149384886,1.4200351493848857,1.8172231985940246,16.834797891036906,1.616871704745167,1.181184668989547,13.936731107205624,14.38488576449912,0.0,0.6133567662565905,2.975395430579965,0.0,3.256590509666081
1945,48.523316062176164,145.84974093264248,17.76511226252159,37.95682210708117,6.039723661485319,1.2573402417962003,1.7392055267702937,16.40587219343696,1.689119170984456,1.3465703971119134,14.333333333333334,13.894645941278066,0.0,0.6234887737478411,2.9032815198618307,0.0,2.9533678756476682
1946,43.3841642228739,123.65542521994135,14.593841642228739,31.60557184750733,5.247800586510264,1.1480938416422288,1.781524926686217,13.497067448680351,1.2961876832844574,0.96045197740113,12.903225806451612,14.217008797653959,0.0,0.4633431085043988,2.378299120234604,0.0,2.7346041055718473
1947,50.29896907216495,145.07903780068727,18.603092783505154,37.80584192439863,6.130584192439863,1.3814432989690721,2.689003436426117,17.371134020618555,1.3058419243986255,1.1288135593220339,15.836769759450172,15.733676975945016,0.0,0.5446735395189003,2.415807560137457,0.0,3.329896907216495
1948,51.97207678883071,147.31413612565444,19.767888307155324,38.802792321116925,6.43280977312391,1.455497382198953,2.7137870855148343,18.479930191972077,1.4171029668411868,0.976271186440678,16.794066317626527,15.734729493891798,0.0,0.5968586387434555,2.4712041884816753,0.0,3.3752181500872602
1949,51.50261780104712,147.26003490401396,19.93891797556719,38.68760907504363,6.286212914485166,1.3280977312390925,2.973821989528796,18.57242582897033,1.2739965095986039,1.0170068027210883,17.49912739965096,15.62129144851658,0.0,0.6544502617801047,2.4572425828970332,0.0,3.7207678883071553
1950,50.92720970537262,147.00693240901214,20.819757365684577,39.09705372616985,6.436741767764298,1.3743500866551126,3.5927209705372616,19.530329289428078,1.1265164644714039,0.752442996742671,17.253032928942808,16.558058925476605,0.0,0.755632582322357,2.164644714038128,0.0,3.8578856152512997
1951,48.55681818181818,138.09253246753246,18.292207792207794,36.02435064935065,5.814935064935065,1.1623376623376624,3.0243506493506493,17.084415584415584,1.405844155844156,0.9805194805194806,15.006493506493506,15.154220779220779,0.0,0.7288961038961039,2.012987012987013,0.0,3.4837662337662336
1952,46.95411392405063,133.21993670886076,16.375,33.65822784810127,5.360759493670886,1.0712025316455696,2.6914556962025316,15.302215189873417,1.2199367088607596,0.9936708860759493,13.887658227848101,16.424050632911392,0.0,0.7626582278481012,2.142405063291139,0.0,3.1107594936708862
1953,51.94709897610922,145.04607508532422,19.498293515358363,38.3259385665529,6.131399317406143,1.2713310580204777,3.5426621160409555,18.283276450511945,1.1399317406143346,0.8873720136518771,14.815699658703071,17.428327645051194,0.0,0.8310580204778157,2.1245733788395906,0.0,3.462457337883959
1954,52.901041666666664,145.72222222222223,18.796875,38.03472222222222,5.998263888888889,1.3697916666666667,3.3628472222222223,17.65277777777778,1.2065972222222223,0.9149305555555556,15.680555555555555,17.734375,0.0,0.765625,2.3125,1.3802083333333333,3.4010416666666665
1955,47.52213740458015,127.61832061068702,16.897709923664124,32.99236641221374,4.963358778625954,1.0687022900763359,3.3954198473282444,15.84885496183206,1.0595419847328245,0.8183206106870229,13.80763358778626,16.493129770992365,1.1022900763358778,0.7725190839694657,1.8122137404580152,1.0656488549618321,2.9618320610687023
1956,50.76650563607085,135.03381642512076,17.76328502415459,34.86795491143317,5.3768115942028984,1.1674718196457328,3.6940418679549114,16.634460547504027,1.1578099838969405,0.7971014492753623,14.48792270531401,18.52657004830918,1.2608695652173914,0.7745571658615137,2.0177133655394526,1.037037037037037,3.1948470209339774
1957,51.43414634146342,138.05853658536586,17.29430894308943,35.552845528455286,5.521951219512195,1.0926829268292684,3.580487804878049,16.297560975609755,1.2471544715447154,0.9073170731707317,13.279674796747967,19.427642276422763,1.2032520325203253,0.8308943089430895,1.8130081300813008,1.1170731707317074,3.203252032520325
1958,49.92006269592476,131.39028213166145,16.579937304075234,33.88871473354232,5.316614420062696,1.0266457680250785,3.510971786833856,15.60501567398119,1.1614420062695925,0.8087774294670846,12.738244514106583,19.161442006269592,1.0642633228840126,0.7821316614420063,1.6394984326018809,1.0094043887147335,3.231974921630094
1959,50.28006329113924,133.376582278481,17.17246835443038,34.234177215189874,5.503164556962025,0.935126582278481,3.560126582278481,16.102848101265824,1.3496835443037976,0.8006329113924051,12.949367088607595,19.943037974683545,1.1186708860759493,0.7848101265822784,1.7832278481012658,0.9746835443037974,2.9066455696202533
1960,50.55259026687598,131.8901098901099,16.740973312401884,33.64835164835165,5.403453689167975,1.032967032967033,3.340659340659341,15.648351648351648,1.4489795918367347,0.858712715855573,13.161695447409732,20.11773940345369,1.1444270015698588,0.7660910518053375,1.8728414442700156,1.086342229199372,3.0047095761381475
1961,52.05730659025788,139.01432664756447,18.541547277936964,35.911174785100286,5.69484240687679,1.0802292263610316,3.9111747851002865,17.280802292263612,1.498567335243553,0.8581661891117478,14.179083094555875,21.41404011461318,1.0487106017191976,0.8209169054441261,1.8696275071633237,1.0902578796561604,3.1977077363896846
1962,54.80131578947368,145.6421052631579,19.027631578947368,37.52763157894737,5.675,1.1223684210526317,3.9486842105263156,17.823684210526316,1.7736842105263158,0.9223684210526316,14.389473684210527,23.114473684210527,1.0763157894736841,0.9328947368421052,1.7907894736842105,1.1131578947368421,3.2723684210526316
1963,54.25,146.02925531914894,16.99468085106383,35.961436170212764,5.449468085106383,1.0518617021276595,3.595744680851064,15.829787234042554,1.6436170212765957,1.014627659574468,12.753989361702128,24.96409574468085,1.240691489361702,0.949468085106383,1.925531914893617,1.0226063829787233,3.0
1964,54.94827586206897,146.50397877984085,17.405835543766578,36.69628647214854,5.663129973474801,1.0079575596816976,3.663129973474801,16.224137931034484,1.5596816976127321,0.9535809018567639,12.759946949602123,25.480106100795755,1.3461538461538463,0.9204244031830239,1.9389920424403182,0.980106100795756,3.1750663129973473
1965,56.46205059920106,146.12383488681758,17.238348868175766,35.88814913448735,5.5912117177097205,1.047936085219707,3.5792276964047938,15.994673768308921,1.929427430093209,1.0466045272969373,13.363515312916112,25.676431424766978,1.5046604527296938,0.9587217043941412,1.981358189081225,1.0199733688415447,3.1464713715046604
1966,54.01033591731266,141.43023255813952,16.666666666666668,35.151162790697676,5.322997416020672,1.0594315245478036,3.543927648578811,15.501291989664082,1.87984496124031,1.1963824289405685,12.055555555555555,24.295865633074936,1.4056847545219637,0.8811369509043928,1.87984496124031,0.958656330749354,3.0426356589147288
1967,53.31424936386768,138.9376590330789,15.534351145038167,33.66921119592875,5.193384223918575,1.0076335877862594,2.9249363867684477,14.33206106870229,1.7468193384223918,1.1959287531806615,12.29643765903308,24.698473282442748,1.647582697201018,0.955470737913486,1.8829516539440203,0.9389312977099237,2.856234096692112
1968,57.323076923076925,151.91888111888113,15.537062937062936,35.95804195804196,5.411188811188811,0.9748251748251748,2.7902097902097904,14.418181818181818,2.1188811188811187,1.302097902097902,12.805594405594405,26.773426573426573,1.7104895104895106,1.088111888111888,2.1076923076923078,1.053146853146853,3.1006993006993007
1969,53.86909871244635,140.86587982832617,17.006437768240342,34.958154506437765,5.1931330472103,0.9109442060085837,3.34656652360515,15.731759656652361,1.9849785407725322,1.1995708154506437,14.408798283261802,24.11266094420601,1.5407725321888412,0.9463519313304721,1.7907725321888412,0.98068669527897,3.111587982832618
1970,55.09466811751904,143.7867247007617,18.367791077257888,36.51251360174102,5.696409140369967,1.0087051142546246,3.7312295973884657,17.1512513601741,2.076169749727965,1.1730141458106638,14.936887921653971,24.346028291621327,1.5930359085963004,0.8977149075081611,1.7736670293797605,1.0772578890097932,3.2861806311207835
1971,55.46659116647792,147.841449603624,17.07021517553794,36.85956964892412,5.5843714609286526,0.9150622876557192,3.242355605889015,15.94224235560589,1.998867497168743,1.1766704416761042,14.197055492638732,23.73272933182333,1.5809739524348811,0.9297848244620611,2.0407701019252547,1.1177802944507362,3.5016987542468856
1972,52.997747747747745,140.57207207207207,15.434684684684685,34.27252252252252,5.238738738738738,0.8400900900900901,2.8536036036036037,14.358108108108109,2.03490990990991,1.2443693693693694,13.20608108108108,23.33108108108108,1.5518018018018018,0.8457207207207207,1.9797297297297298,0.9943693693693694,3.149774774774775
1973,56.22533632286996,174.62137203166228,21.604221635883906,44.86807387862797,6.891820580474934,1.04221635883905,4.092348284960422,20.12401055408971,2.683377308707124,1.6002638522427441,17.282321899736147,26.857519788918207,1.7902374670184698,0.996042216358839,2.044854881266491,1.3311345646437995,4.127968337730871
1974,56.028446389496715,169.99485861182518,20.624678663239074,43.66195372750643,6.691516709511568,1.088688946015424,3.404884318766067,19.097686375321338,3.197943444730077,1.7776349614395888,16.661953727506425,25.05784061696658,1.7390745501285347,0.9948586118251928,2.2287917737789202,1.4190231362467867,3.9640102827763495
1975,55.88313120176406,170.30181347150258,21.107512953367877,43.8639896373057,7.050518134715026,1.1489637305699483,3.494818652849741,19.628238341968913,3.2694300518134716,1.7733160621761659,17.360103626943005,24.974093264248705,1.733160621761658,0.9857512953367875,2.4261658031088085,1.4080310880829014,3.9028497409326426
1976,56.908577878103834,173.74504623513872,20.464993394980183,44.38309114927345,6.922060766182298,1.2760898282694848,2.952443857331572,18.974900924702773,4.034346103038309,2.0396301188903565,16.368560105680316,24.76221928665786,1.5270805812417436,0.9035667107001321,2.368560105680317,1.5627476882430646,3.844121532364597
1977,56.69613821138211,181.78535353535352,23.741161616161616,48.02651515151515,8.132575757575758,1.4772727272727273,4.601010101010101,22.217171717171716,3.8093434343434343,2.246212121212121,17.369949494949495,27.42676767676768,1.6376262626262625,0.9987373737373737,2.227272727272727,1.5542929292929293,3.9633838383838382
1978,57.340625,180.34012738853502,21.97579617834395,46.507006369426755,7.880254777070063,1.2993630573248407,3.7656050955414013,20.50700636942675,3.826751592356688,2.0598726114649684,17.28152866242038,25.551592356687898,1.7044585987261147,0.9834394904458599,2.529936305732484,1.6229299363057326,3.918471337579618
1979,57.37773152965661,186.6562091503268,24.46143790849673,49.55686274509804,8.38562091503268,1.3934640522875816,4.487581699346405,22.951633986928105,3.899346405228758,2.088888888888889,17.779084967320262,26.18954248366013,1.7856209150326798,0.9856209150326798,2.4784313725490197,1.7176470588235293,4.347712418300653
1980,59.33263157894737,184.1123882503193,23.056194125159642,48.71519795657726,8.10344827586207,1.3742017879948913,3.942528735632184,21.61941251596424,4.206896551724138,2.0561941251596423,16.845466155810982,25.813537675606643,1.8326947637292466,0.8390804597701149,2.40485312899106,1.6551724137931034,4.295019157088123
1981,39.97457627118644,124.79128137384411,14.725231175693526,31.911492734478202,5.284015852047556,0.8705416116248349,2.352708058124174,13.805812417437252,2.669749009247028,1.453104359313078,11.714663143989432,17.486129458388376,1.1822985468956406,0.6129458388375165,1.6538969616908852,1.095112285336856,2.916776750330251
1982,56.54939516129032,184.09833971902938,23.12899106002554,48.08556832694764,8.066411238825031,1.2311621966794382,4.315453384418902,21.735632183908045,4.056194125159642,2.0651340996168583,16.988505747126435,27.102171136653894,1.6845466155810984,0.8646232439335888,2.2222222222222223,1.5593869731800767,4.019157088122605
1983,56.05168986083499,175.26007326007326,22.185592185592185,45.717948717948715,7.891330891330892,1.2612942612942613,4.03052503052503,20.83882783882784,4.05982905982906,1.9768009768009769,16.505494505494507,26.515262515262517,1.6837606837606838,0.8754578754578755,1.9059829059829059,1.5335775335775337,4.024420024420024
1984,58.07113821138211,180.91698113207548,22.542138364779873,47.020125786163526,7.815094339622641,1.2389937106918238,4.09811320754717,21.10440251572327,3.8138364779874214,1.90062893081761,16.754716981132077,28.30188679245283,1.5974842767295598,0.8402515723270441,1.8050314465408805,1.6176100628930818,4.016352201257861
1985,57.177354709418836,182.2611464968153,23.205095541401274,46.85095541401274,8.182165605095541,1.2292993630573248,4.588535031847134,21.820382165605096,3.9452229299363055,1.8229299363057325,17.628025477707006,28.6,1.7031847133757962,0.8904458598726115,1.973248407643312,1.457324840764331,4.197452229299363
1986,56.094395280235986,177.55086848635236,23.008684863523573,45.75682382133995,8.078163771712159,1.0607940446650124,4.730769230769231,21.583126550868485,4.109181141439206,2.009925558312655,17.65136476426799,30.65260545905707,1.599255583126551,1.0074441687344913,1.879652605459057,1.4578163771712158,3.869727047146402
1987,54.67652671755725,171.33769322235435,23.642092746730082,45.059453032104635,8.077288941736029,1.065398335315101,5.300832342449465,22.250891795481568,4.262782401902497,1.8180737217598097,17.10939357907253,29.84423305588585,1.530321046373365,1.0011890606420928,1.7300832342449466,1.319857312722949,3.714625445897741
1988,54.16328502415459,174.5018359853121,21.272949816401468,44.362301101591186,7.81640146878825,1.0281517747858018,3.8922888616891065,19.851897184822523,4.040391676866585,1.7356181150550796,15.892288861689106,28.586291309669523,1.6731946144430845,1.1236230110159118,1.9951040391676866,1.5483476132190943,3.778457772337821
1989,53.25349487418453,166.45804195804195,20.285547785547784,42.2995337995338,7.3508158508158505,1.0116550116550116,3.593240093240093,18.914918414918414,3.6317016317016315,1.6794871794871795,15.766899766899767,27.564102564102566,1.6853146853146854,0.9335664335664335,1.8951048951048952,1.4452214452214451,3.571095571095571
